image_path,emotion
2210.jpg,happy
2211.jpg,surprise
2212.jpg,neutral
2213.jpg,surprise
2214.jpg,neutral
2215.jpg,anger
2216.jpg,fear
2217.jpg,neutral
2218.jpg,fear
2219.jpg,anger
222.jpg,anger
2220.jpg,anger
2221.jpg,neutral
2222.jpg,anger
2223.jpg,sad
2224.jpg,sad
2225.jpg,anger
2226.jpg,anger
2227.jpg,happy
2228.jpg,uncertain
2229.jpg,neutral
223.jpg,sad
2230.jpg,happy
2231.jpg,happy
2232.jpg,anger
2233.jpg,happy
2234.jpg,fear
2235.jpg,anger
2236.jpg,surprise
2237.jpg,happy
2238.jpg,neutral
2239.jpg,anger
224.jpg,fear
2240.jpg,uncertain
2241.jpg,fear
2242.jpg,anger
2243.jpg,happy
2244.jpg,happy
2245.jpg,happy
2246.jpg,anger
2247.jpg,happy
2248.jpg,happy
2249.jpg,fear
225.jpg,neutral
2250.jpg,neutral
2251.jpg,anger
2252.jpg,neutral
2253.jpg,happy
2254.jpg,anger
2255.jpg,happy
2256.jpg,neutral
2257.jpg,happy
2258.jpg,anger
2259.jpg,surprise
226.jpg,happy
2260.jpg,anger
2261.jpg,contempt
2262.jpg,happy
2263.jpg,neutral
2264.jpg,sad
2265.jpg,anger
2266.jpg,fear
2267.jpg,anger
2268.jpg,neutral
2269.jpg,anger
227.jpg,neutral
2270.jpg,fear
2271.jpg,happy
2272.jpg,neutral
2273.jpg,neutral
2274.jpg,anger
2275.jpg,neutral
2276.jpg,anger
2277.jpg,fear
2278.jpg,contempt
2279.jpg,happy
228.jpg,anger
2280.jpg,sad
2281.jpg,happy
2282.jpg,happy
2283.jpg,sad
2284.jpg,anger
2285.jpg,anger
2286.jpg,happy
2287.jpg,fear
2288.jpg,anger
2289.jpg,happy
229.jpg,sad
2290.jpg,anger
2291.jpg,happy
2292.jpg,anger
2293.jpg,sad
2294.jpg,anger
2295.jpg,neutral
2296.jpg,fear
2297.jpg,happy
2298.jpg,disgust
2299.jpg,surprise
23.jpg,anger
230.jpg,contempt
2300.jpg,fear
2301.jpg,anger
2302.jpg,surprise
2303.jpg,surprise
2304.jpg,surprise
2305.jpg,happy
2306.jpg,anger
2307.jpg,surprise
2308.jpg,neutral
2309.jpg,surprise
231.jpg,surprise
2310.jpg,surprise
2311.jpg,sad
2312.jpg,surprise
2313.jpg,happy
2314.jpg,fear
2315.jpg,surprise
2316.jpg,sad
2317.jpg,contempt
2318.jpg,anger
2319.jpg,uncertain
232.jpg,anger
2320.jpg,uncertain
2321.jpg,happy
2322.jpg,disgust
2323.jpg,uncertain
2324.jpg,fear
2325.jpg,neutral
2326.jpg,neutral
2327.jpg,happy
2328.jpg,uncertain
2329.jpg,neutral
233.jpg,uncertain
2330.jpg,anger
2331.jpg,happy
2332.jpg,neutral
2333.jpg,disgust
2334.jpg,happy
2335.jpg,surprise
2336.jpg,neutral
2337.jpg,neutral
2338.jpg,fear
2339.jpg,surprise
234.jpg,neutral
2340.jpg,happy
2341.jpg,neutral
2342.jpg,anger
2343.jpg,surprise
2344.jpg,uncertain
2345.jpg,fear
2346.jpg,happy
2347.jpg,sad
2348.jpg,happy
2349.jpg,surprise
235.jpg,anger
2350.jpg,sad
2351.jpg,neutral
2352.jpg,anger
2353.jpg,anger
2354.jpg,happy
2355.jpg,sad
2356.jpg,anger
2357.jpg,anger
2358.jpg,neutral
2359.jpg,fear
236.jpg,anger
2360.jpg,sad
2361.jpg,anger
2362.jpg,happy
2363.jpg,sad
2364.jpg,anger
2365.jpg,contempt
2366.jpg,sad
2367.jpg,contempt
2368.jpg,sad
2369.jpg,anger
237.jpg,anger
2370.jpg,sad
2371.jpg,happy
2372.jpg,happy
2373.jpg,sad
2374.jpg,happy
2375.jpg,neutral
2376.jpg,anger
2377.jpg,neutral
2378.jpg,surprise
2379.jpg,anger
238.jpg,neutral
2380.jpg,surprise
2381.jpg,happy
2382.jpg,fear
2383.jpg,anger
2384.jpg,neutral
2385.jpg,anger
2386.jpg,anger
2387.jpg,happy
2388.jpg,neutral
2389.jpg,happy
239.jpg,anger
2390.jpg,neutral
2391.jpg,uncertain
2392.jpg,happy
2393.jpg,neutral
2394.jpg,fear
2395.jpg,sad
2396.jpg,anger
2397.jpg,anger
2398.jpg,neutral
2399.jpg,sad
24.jpg,happy
240.jpg,anger
2400.jpg,uncertain
2401.jpg,sad
2402.jpg,happy
2403.jpg,neutral
2404.jpg,uncertain
2405.jpg,neutral
2406.jpg,fear
2407.jpg,fear
2408.jpg,anger
2409.jpg,uncertain
241.jpg,anger
2410.jpg,surprise
2411.jpg,uncertain
2412.jpg,anger
2413.jpg,happy
2414.jpg,sad
2415.jpg,surprise
2416.jpg,anger
2417.jpg,neutral
2418.jpg,sad
2419.jpg,neutral
242.jpg,anger
2420.jpg,neutral
2421.jpg,neutral
2422.jpg,uncertain
2423.jpg,neutral
2424.jpg,sad
2425.jpg,fear
2426.jpg,happy
2427.jpg,uncertain
2428.jpg,surprise
2429.jpg,uncertain
243.jpg,surprise
2430.jpg,anger
2431.jpg,contempt
2432.jpg,sad
2433.jpg,anger
2434.jpg,anger
2435.jpg,sad
2436.jpg,neutral
2437.jpg,anger
2438.jpg,anger
2439.jpg,sad
244.jpg,uncertain
2440.jpg,surprise
2441.jpg,sad
2442.jpg,neutral
2443.jpg,sad
2444.jpg,surprise
2445.jpg,anger
2446.jpg,anger
2447.jpg,sad
2448.jpg,anger
2449.jpg,anger
245.jpg,uncertain
2450.jpg,neutral
2451.jpg,sad
2452.jpg,anger
2453.jpg,happy
2454.jpg,anger
2455.jpg,neutral
2456.jpg,fear
2457.jpg,anger
2458.jpg,sad
2459.jpg,anger
246.jpg,happy
2460.jpg,happy
2461.jpg,happy
2462.jpg,surprise
2463.jpg,anger
2464.jpg,neutral
2465.jpg,neutral
2466.jpg,happy
2467.jpg,neutral
2468.jpg,surprise
2469.jpg,uncertain
247.jpg,surprise
2470.jpg,surprise
2471.jpg,happy
2472.jpg,surprise
2473.jpg,neutral
2474.jpg,disgust
2475.jpg,anger
2476.jpg,sad
2477.jpg,anger
2478.jpg,contempt
2479.jpg,neutral
248.jpg,sad
2480.jpg,surprise
2481.jpg,anger
2482.jpg,sad
2483.jpg,happy
2484.jpg,disgust
2485.jpg,surprise
2486.jpg,sad
2487.jpg,sad
2488.jpg,happy
2489.jpg,fear
249.jpg,happy
2490.jpg,sad
2491.jpg,anger
2492.jpg,anger
2493.jpg,neutral
2494.jpg,anger
2495.jpg,happy
2496.jpg,anger
2497.jpg,anger
2498.jpg,surprise
2499.jpg,sad
25.jpg,neutral
250.jpg,anger
2500.jpg,surprise
2501.jpg,happy
2502.jpg,neutral
2503.jpg,uncertain
2504.jpg,happy
2505.jpg,surprise
2506.jpg,happy
2507.jpg,anger
2508.jpg,anger
2509.jpg,neutral
251.jpg,surprise
2510.jpg,happy
2511.jpg,surprise
2512.jpg,fear
2513.jpg,sad
2514.jpg,neutral
2515.jpg,anger
2516.jpg,surprise
2517.jpg,neutral
2518.jpg,fear
2519.jpg,sad
252.jpg,anger
2520.jpg,happy
2521.jpg,anger
2522.jpg,fear
2523.jpg,happy
2524.jpg,sad
2525.jpg,surprise
2526.jpg,sad
2527.jpg,fear
2528.jpg,happy
2529.jpg,anger
253.jpg,fear
2530.jpg,happy
2531.jpg,anger
2532.jpg,uncertain
2533.jpg,neutral
2534.jpg,fear
2535.jpg,fear
2536.jpg,anger
2537.jpg,neutral
2538.jpg,happy
2539.jpg,surprise
254.jpg,happy
2540.jpg,fear
2541.jpg,happy
2542.jpg,anger
2543.jpg,happy
2544.jpg,happy
2545.jpg,happy
2546.jpg,happy
2547.jpg,neutral
2548.jpg,happy
2549.jpg,neutral
255.jpg,happy
2550.jpg,fear
2551.jpg,neutral
2552.jpg,neutral
2553.jpg,anger
2554.jpg,happy
2555.jpg,neutral
2556.jpg,neutral
2557.jpg,neutral
2558.jpg,anger
2559.jpg,happy
256.jpg,sad
2560.jpg,neutral
2561.jpg,fear
2562.jpg,neutral
2563.jpg,neutral
2564.jpg,happy
2565.jpg,uncertain
2566.jpg,anger
2567.jpg,sad
2568.jpg,neutral
2569.jpg,uncertain
257.jpg,happy
2570.jpg,surprise
2571.jpg,neutral
2572.jpg,neutral
2573.jpg,surprise
2574.jpg,disgust
2575.jpg,neutral
2576.jpg,surprise
2577.jpg,neutral
2578.jpg,surprise
2579.jpg,happy
258.jpg,sad
2580.jpg,fear
2581.jpg,sad
2582.jpg,neutral
2583.jpg,sad
2584.jpg,neutral
2585.jpg,uncertain
2586.jpg,fear
2587.jpg,fear
2588.jpg,sad
2589.jpg,surprise
259.jpg,uncertain
2590.jpg,anger
2591.jpg,happy
2592.jpg,sad
2593.jpg,neutral
2594.jpg,anger
2595.jpg,anger
2596.jpg,uncertain
2597.jpg,neutral
2598.jpg,sad
2599.jpg,sad
26.jpg,surprise
260.jpg,sad
2600.jpg,uncertain
2601.jpg,happy
2602.jpg,happy
2603.jpg,surprise
2604.jpg,anger
2605.jpg,sad
2606.jpg,happy
2607.jpg,neutral
2608.jpg,neutral
2609.jpg,fear
261.jpg,happy
2610.jpg,sad
2611.jpg,anger
2612.jpg,fear
2613.jpg,neutral
2614.jpg,anger
2615.jpg,surprise
2616.jpg,happy
2617.jpg,happy
2618.jpg,neutral
2619.jpg,surprise
262.jpg,happy
2620.jpg,happy
2621.jpg,uncertain
2622.jpg,surprise
2623.jpg,sad
2624.jpg,happy
2625.jpg,surprise
2626.jpg,surprise
2627.jpg,sad
2628.jpg,neutral
2629.jpg,fear
263.jpg,surprise
2630.jpg,fear
2631.jpg,neutral
2632.jpg,surprise
2633.jpg,sad
2634.jpg,neutral
2635.jpg,neutral
2636.jpg,happy
2637.jpg,happy
2638.jpg,surprise
2639.jpg,neutral
264.jpg,sad
2640.jpg,neutral
2641.jpg,sad
2642.jpg,sad
2643.jpg,uncertain
2644.jpg,happy
2645.jpg,happy
2646.jpg,neutral
2647.jpg,surprise
2648.jpg,fear
2649.jpg,neutral
265.jpg,fear
2650.jpg,surprise
2651.jpg,anger
2652.jpg,anger
2653.jpg,anger
2654.jpg,contempt
2655.jpg,happy
2656.jpg,anger
2657.jpg,neutral
2658.jpg,happy
2659.jpg,sad
266.jpg,contempt
2660.jpg,surprise
2661.jpg,sad
2662.jpg,happy
2663.jpg,anger
2664.jpg,uncertain
2665.jpg,sad
2666.jpg,surprise
2667.jpg,anger
2668.jpg,uncertain
2669.jpg,neutral
267.jpg,neutral
2670.jpg,sad
2671.jpg,happy
2672.jpg,fear
2673.jpg,uncertain
2674.jpg,anger
2675.jpg,sad
2676.jpg,surprise
2677.jpg,neutral
2678.jpg,happy
2679.jpg,neutral
268.jpg,neutral
2680.jpg,uncertain
2681.jpg,anger
2682.jpg,sad
2683.jpg,sad
2684.jpg,happy
2685.jpg,sad
2686.jpg,fear
2687.jpg,sad
2688.jpg,anger
2689.jpg,fear
269.jpg,neutral
2690.jpg,uncertain
2691.jpg,anger
2692.jpg,sad
2693.jpg,surprise
2694.jpg,uncertain
2695.jpg,surprise
2696.jpg,neutral
2697.jpg,neutral
2698.jpg,anger
2699.jpg,sad
27.jpg,neutral
270.jpg,anger
2700.jpg,happy
2701.jpg,contempt
2702.jpg,sad
2703.jpg,happy
2704.jpg,happy
2705.jpg,neutral
2706.jpg,anger
2707.jpg,anger
2708.jpg,anger
2709.jpg,uncertain
271.jpg,surprise
2710.jpg,neutral
2711.jpg,anger
2712.jpg,sad
2713.jpg,neutral
2714.jpg,anger
2715.jpg,surprise
2716.jpg,fear
2717.jpg,sad
2718.jpg,neutral
2719.jpg,fear
272.jpg,surprise
2720.jpg,surprise
2721.jpg,anger
2722.jpg,sad
2723.jpg,happy
2724.jpg,sad
2725.jpg,happy
2726.jpg,anger
2727.jpg,uncertain
2728.jpg,fear
2729.jpg,anger
273.jpg,fear
2730.jpg,sad
2731.jpg,anger
2732.jpg,neutral
2733.jpg,anger
2734.jpg,fear
2735.jpg,surprise
2736.jpg,surprise
2737.jpg,neutral
2738.jpg,surprise
2739.jpg,anger
274.jpg,happy
2740.jpg,neutral
2741.jpg,anger
2742.jpg,surprise
2743.jpg,surprise
2744.jpg,sad
2745.jpg,neutral
2746.jpg,happy
2747.jpg,anger
2748.jpg,happy
2749.jpg,neutral
275.jpg,sad
2750.jpg,neutral
2751.jpg,anger
2752.jpg,surprise
2753.jpg,fear
2754.jpg,happy
2755.jpg,surprise
2756.jpg,fear
2757.jpg,anger
2758.jpg,happy
2759.jpg,neutral
276.jpg,sad
2760.jpg,contempt
2761.jpg,neutral
2762.jpg,neutral
2763.jpg,happy
2764.jpg,neutral
2765.jpg,neutral
2766.jpg,sad
2767.jpg,surprise
2768.jpg,anger
2769.jpg,anger
277.jpg,surprise
2770.jpg,happy
2771.jpg,neutral
2772.jpg,fear
2773.jpg,surprise
2774.jpg,uncertain
2775.jpg,happy
2776.jpg,neutral
2777.jpg,surprise
2778.jpg,sad
2779.jpg,happy
278.jpg,uncertain
2780.jpg,surprise
2781.jpg,anger
2782.jpg,fear
2783.jpg,fear
2784.jpg,neutral
2785.jpg,fear
2786.jpg,neutral
2787.jpg,neutral
2788.jpg,neutral
2789.jpg,neutral
279.jpg,neutral
2790.jpg,happy
2791.jpg,happy
2792.jpg,uncertain
2793.jpg,fear
2794.jpg,surprise
2795.jpg,sad
2796.jpg,anger
2797.jpg,happy
2798.jpg,sad
2799.jpg,anger
28.jpg,happy
280.jpg,anger
2800.jpg,happy
2801.jpg,surprise
2802.jpg,fear
2803.jpg,surprise
2804.jpg,uncertain
2805.jpg,neutral
2806.jpg,anger
2807.jpg,neutral
2808.jpg,fear
2809.jpg,happy
281.jpg,happy
2810.jpg,uncertain
2811.jpg,anger
2812.jpg,uncertain
2813.jpg,uncertain
2814.jpg,sad
2815.jpg,neutral
2816.jpg,sad
2817.jpg,happy
2818.jpg,fear
2819.jpg,fear
282.jpg,neutral
2820.jpg,anger
2821.jpg,sad
2822.jpg,sad
2823.jpg,anger
2824.jpg,happy
2825.jpg,sad
2826.jpg,happy
2827.jpg,surprise
2828.jpg,uncertain
2829.jpg,neutral
283.jpg,fear
2830.jpg,fear
2831.jpg,uncertain
2832.jpg,neutral
2833.jpg,surprise
2834.jpg,neutral
2835.jpg,surprise
2836.jpg,neutral
2837.jpg,sad
2838.jpg,happy
2839.jpg,anger
284.jpg,fear
2840.jpg,neutral
2841.jpg,neutral
2842.jpg,anger
2843.jpg,neutral
2844.jpg,fear
2845.jpg,uncertain
2846.jpg,neutral
2847.jpg,disgust
2848.jpg,contempt
2849.jpg,surprise
285.jpg,disgust
2850.jpg,neutral
2851.jpg,sad
2852.jpg,sad
2853.jpg,neutral
2854.jpg,anger
2855.jpg,neutral
2856.jpg,happy
2857.jpg,fear
2858.jpg,happy
2859.jpg,uncertain
286.jpg,contempt
2860.jpg,fear
2861.jpg,fear
2862.jpg,uncertain
2863.jpg,anger
2864.jpg,sad
2865.jpg,sad
2866.jpg,uncertain
2867.jpg,neutral
2868.jpg,sad
2869.jpg,sad
287.jpg,sad
2870.jpg,neutral
2871.jpg,happy
2872.jpg,anger
2873.jpg,fear
2874.jpg,surprise
2875.jpg,fear
2876.jpg,sad
2877.jpg,anger
2878.jpg,anger
2879.jpg,fear
288.jpg,happy
2880.jpg,anger
2881.jpg,neutral
2882.jpg,neutral
2883.jpg,happy
2884.jpg,sad
2885.jpg,surprise
2886.jpg,anger
2887.jpg,happy
2888.jpg,sad
2889.jpg,happy
289.jpg,fear
2890.jpg,fear
2891.jpg,anger
2892.jpg,anger
2893.jpg,uncertain
2894.jpg,sad
2895.jpg,fear
2896.jpg,surprise
2897.jpg,happy
2898.jpg,sad
2899.jpg,fear
29.jpg,anger
290.jpg,fear
2900.jpg,surprise
2901.jpg,anger
2902.jpg,anger
2903.jpg,happy
2904.jpg,anger
2905.jpg,sad
2906.jpg,neutral
2907.jpg,neutral
2908.jpg,contempt
2909.jpg,neutral
291.jpg,uncertain
2910.jpg,happy
2911.jpg,fear
2912.jpg,sad
2913.jpg,happy
2914.jpg,neutral
2915.jpg,surprise
2916.jpg,happy
2917.jpg,surprise
2918.jpg,neutral
2919.jpg,surprise
292.jpg,neutral
2920.jpg,neutral
2921.jpg,anger
2922.jpg,neutral
2923.jpg,happy
2924.jpg,neutral
2925.jpg,happy
2926.jpg,surprise
2927.jpg,neutral
2928.jpg,disgust
2929.jpg,anger
293.jpg,happy
2930.jpg,anger
2931.jpg,surprise
2932.jpg,sad
2933.jpg,happy
2934.jpg,anger
2935.jpg,sad
2936.jpg,anger
2937.jpg,sad
2938.jpg,uncertain
2939.jpg,neutral
294.jpg,sad
2940.jpg,happy
2941.jpg,neutral
2942.jpg,sad
2943.jpg,neutral
2944.jpg,sad
2945.jpg,happy
2946.jpg,anger
2947.jpg,neutral
2948.jpg,sad
2949.jpg,fear
295.jpg,sad
2950.jpg,contempt
2951.jpg,happy
2952.jpg,anger
2953.jpg,happy
2954.jpg,sad
2955.jpg,anger
2956.jpg,uncertain
2957.jpg,disgust
2958.jpg,anger
2959.jpg,fear
296.jpg,happy
2960.jpg,anger
2961.jpg,uncertain
2962.jpg,sad
2963.jpg,sad
2964.jpg,surprise
2965.jpg,anger
2966.jpg,sad
2967.jpg,sad
2968.jpg,fear
2969.jpg,neutral
297.jpg,fear
2970.jpg,sad
2971.jpg,happy
2972.jpg,uncertain
2973.jpg,happy
2974.jpg,sad
2975.jpg,uncertain
2976.jpg,anger
2977.jpg,sad
2978.jpg,sad
2979.jpg,sad
298.jpg,fear
2980.jpg,surprise
2981.jpg,neutral
2982.jpg,sad
2983.jpg,sad
2984.jpg,sad
2985.jpg,uncertain
2986.jpg,anger
2987.jpg,neutral
2988.jpg,happy
2989.jpg,fear
299.jpg,neutral
2990.jpg,disgust
2991.jpg,fear
2992.jpg,contempt
2993.jpg,happy
2994.jpg,anger
2995.jpg,happy
2996.jpg,anger
2997.jpg,neutral
2998.jpg,fear
2999.jpg,neutral
3.jpg,happy
30.jpg,uncertain
300.jpg,surprise
3000.jpg,neutral
3001.jpg,neutral
3002.jpg,disgust
3003.jpg,surprise
3004.jpg,sad
3005.jpg,sad
3006.jpg,surprise
3007.jpg,neutral
3008.jpg,anger
3009.jpg,anger
301.jpg,uncertain
3010.jpg,anger
3011.jpg,happy
3012.jpg,fear
3013.jpg,surprise
3014.jpg,anger
3015.jpg,anger
3016.jpg,sad
3017.jpg,neutral
3018.jpg,sad
3019.jpg,happy
302.jpg,uncertain
3020.jpg,anger
3021.jpg,neutral
3022.jpg,surprise
3023.jpg,fear
3024.jpg,uncertain
3025.jpg,sad
3026.jpg,neutral
3027.jpg,sad
3028.jpg,sad
3029.jpg,surprise
303.jpg,fear
3030.jpg,anger
3031.jpg,neutral
3032.jpg,anger
3033.jpg,happy
3034.jpg,surprise
3035.jpg,happy
3036.jpg,neutral
3037.jpg,uncertain
3038.jpg,happy
3039.jpg,neutral
304.jpg,surprise
3040.jpg,anger
3041.jpg,anger
3042.jpg,anger
3043.jpg,happy
3044.jpg,uncertain
3045.jpg,happy
3046.jpg,surprise
3047.jpg,surprise
3048.jpg,neutral
3049.jpg,neutral
305.jpg,surprise
3050.jpg,neutral
3051.jpg,anger
3052.jpg,uncertain
3053.jpg,neutral
3054.jpg,anger
3055.jpg,uncertain
3056.jpg,anger
3057.jpg,neutral
3058.jpg,neutral
3059.jpg,sad
306.jpg,surprise
3060.jpg,fear
3061.jpg,sad
3062.jpg,sad
3063.jpg,anger
3064.jpg,surprise
3065.jpg,surprise
3066.jpg,surprise
3067.jpg,neutral
3068.jpg,happy
3069.jpg,surprise
307.jpg,anger
3070.jpg,neutral
3071.jpg,sad
3072.jpg,happy
3073.jpg,happy
3074.jpg,anger
3075.jpg,happy
3076.jpg,happy
3077.jpg,happy
3078.jpg,sad
3079.jpg,surprise
308.jpg,neutral
3080.jpg,surprise
3081.jpg,sad
3082.jpg,surprise
3083.jpg,sad
3084.jpg,sad
3085.jpg,happy
3086.jpg,anger
3087.jpg,happy
3088.jpg,sad
3089.jpg,fear
309.jpg,surprise
3090.jpg,fear
3091.jpg,happy
3092.jpg,sad
3093.jpg,neutral
3094.jpg,surprise
3095.jpg,surprise
3096.jpg,happy
3097.jpg,anger
3098.jpg,disgust
3099.jpg,anger
31.jpg,surprise
310.jpg,uncertain
3100.jpg,anger
3101.jpg,anger
3102.jpg,neutral
3103.jpg,surprise
3104.jpg,neutral
3105.jpg,anger
3106.jpg,sad
3107.jpg,neutral
3108.jpg,anger
3109.jpg,surprise
311.jpg,neutral
3110.jpg,anger
3111.jpg,happy
3112.jpg,anger
3113.jpg,anger
3114.jpg,anger
3115.jpg,neutral
3116.jpg,contempt
3117.jpg,happy
3118.jpg,surprise
3119.jpg,surprise
312.jpg,uncertain
3120.jpg,happy
3121.jpg,uncertain
3122.jpg,fear
3123.jpg,happy
3124.jpg,fear
3125.jpg,anger
3126.jpg,happy
3127.jpg,surprise
3128.jpg,contempt
3129.jpg,happy
313.jpg,neutral
3130.jpg,surprise
3131.jpg,happy
3132.jpg,sad
3133.jpg,surprise
3134.jpg,happy
3135.jpg,neutral
3136.jpg,happy
3137.jpg,anger
3138.jpg,surprise
3139.jpg,neutral
314.jpg,surprise
3140.jpg,contempt
3141.jpg,neutral
3142.jpg,surprise
3143.jpg,sad
3144.jpg,sad
3145.jpg,surprise
3146.jpg,happy
3147.jpg,sad
3148.jpg,neutral
3149.jpg,fear
315.jpg,happy
3150.jpg,fear
3151.jpg,anger
3152.jpg,sad
3153.jpg,neutral
3154.jpg,sad
3155.jpg,neutral
3156.jpg,anger
3157.jpg,fear
3158.jpg,neutral
3159.jpg,anger
316.jpg,neutral
3160.jpg,surprise
3161.jpg,uncertain
3162.jpg,neutral
3163.jpg,anger
3164.jpg,anger
3165.jpg,happy
3166.jpg,happy
3167.jpg,contempt
3168.jpg,anger
3169.jpg,anger
317.jpg,surprise
3170.jpg,anger
3171.jpg,surprise
3172.jpg,uncertain
3173.jpg,sad
3174.jpg,anger
3175.jpg,anger
3176.jpg,happy
3177.jpg,sad
3178.jpg,sad
3179.jpg,uncertain
318.jpg,sad
3180.jpg,surprise
3181.jpg,happy
3182.jpg,sad
3183.jpg,happy
3184.jpg,anger
3185.jpg,anger
3186.jpg,sad
3187.jpg,uncertain
3188.jpg,happy
3189.jpg,anger
319.jpg,sad
3190.jpg,happy
3191.jpg,anger
3192.jpg,happy
3193.jpg,happy
3194.jpg,sad
3195.jpg,happy
3196.jpg,surprise
3197.jpg,anger
3198.jpg,anger
3199.jpg,anger
32.jpg,neutral
320.jpg,happy
3200.jpg,fear
3201.jpg,anger
3202.jpg,neutral
3203.jpg,neutral
3204.jpg,contempt
3205.jpg,neutral
3206.jpg,sad
3207.jpg,anger
3208.jpg,sad
3209.jpg,sad
321.jpg,fear
3210.jpg,uncertain
3211.jpg,happy
3212.jpg,anger
3213.jpg,sad
3214.jpg,surprise
3215.jpg,sad
3216.jpg,anger
3217.jpg,neutral
3218.jpg,anger
3219.jpg,happy
322.jpg,happy
3220.jpg,sad
3221.jpg,anger
3222.jpg,surprise
3223.jpg,surprise
3224.jpg,happy
3225.jpg,neutral
3226.jpg,surprise
3227.jpg,uncertain
3228.jpg,anger
3229.jpg,sad
323.jpg,anger
3230.jpg,happy
3231.jpg,uncertain
3232.jpg,fear
3233.jpg,sad
3234.jpg,happy
3235.jpg,happy
3236.jpg,neutral
3237.jpg,anger
3238.jpg,anger
3239.jpg,uncertain
324.jpg,fear
3240.jpg,anger
3241.jpg,anger
3242.jpg,happy
3243.jpg,anger
3244.jpg,neutral
3245.jpg,anger
3246.jpg,happy
3247.jpg,sad
3248.jpg,anger
3249.jpg,neutral
325.jpg,happy
3250.jpg,sad
3251.jpg,happy
3252.jpg,sad
3253.jpg,sad
3254.jpg,neutral
3255.jpg,anger
3256.jpg,contempt
3257.jpg,sad
3258.jpg,fear
3259.jpg,happy
326.jpg,happy
3260.jpg,fear
3261.jpg,sad
3262.jpg,surprise
3263.jpg,happy
3264.jpg,neutral
3265.jpg,surprise
3266.jpg,neutral
3267.jpg,uncertain
3268.jpg,surprise
3269.jpg,sad
327.jpg,anger
3270.jpg,neutral
3271.jpg,fear
3272.jpg,anger
3273.jpg,fear
3274.jpg,happy
3275.jpg,uncertain
3276.jpg,fear
3277.jpg,surprise
3278.jpg,fear
3279.jpg,surprise
328.jpg,surprise
3280.jpg,fear
3281.jpg,anger
3282.jpg,happy
3283.jpg,neutral
3284.jpg,uncertain
3285.jpg,sad
3286.jpg,surprise
3287.jpg,surprise
3288.jpg,anger
3289.jpg,uncertain
329.jpg,surprise
3290.jpg,surprise
3291.jpg,anger
3292.jpg,sad
3293.jpg,happy
3294.jpg,sad
3295.jpg,anger
3296.jpg,uncertain
3297.jpg,neutral
3298.jpg,fear
3299.jpg,anger
33.jpg,surprise
330.jpg,sad
3300.jpg,fear
3301.jpg,neutral
3302.jpg,happy
3303.jpg,neutral
3304.jpg,neutral
3305.jpg,anger
3306.jpg,neutral
3307.jpg,anger
3308.jpg,anger
3309.jpg,anger
331.jpg,anger
3310.jpg,fear
3311.jpg,happy
3312.jpg,happy
3313.jpg,fear
3314.jpg,disgust
3315.jpg,neutral
3316.jpg,sad
3317.jpg,anger
3318.jpg,surprise
3319.jpg,neutral
332.jpg,happy
3320.jpg,neutral
3321.jpg,fear
3322.jpg,disgust
3323.jpg,happy
3324.jpg,anger
3325.jpg,uncertain
3326.jpg,surprise
3327.jpg,neutral
3328.jpg,disgust
3329.jpg,neutral
333.jpg,sad
3330.jpg,surprise
3331.jpg,surprise
3332.jpg,anger
3333.jpg,surprise
3334.jpg,uncertain
3335.jpg,neutral
3336.jpg,anger
3337.jpg,anger
3338.jpg,neutral
3339.jpg,happy
334.jpg,neutral
3340.jpg,happy
3341.jpg,fear
3342.jpg,neutral
3343.jpg,surprise
3344.jpg,anger
3345.jpg,neutral
3346.jpg,uncertain
3347.jpg,happy
3348.jpg,anger
3349.jpg,surprise
335.jpg,anger
3350.jpg,uncertain
3351.jpg,neutral
3352.jpg,fear
3353.jpg,surprise
3354.jpg,fear
3355.jpg,happy
3356.jpg,sad
3357.jpg,anger
3358.jpg,happy
3359.jpg,anger
336.jpg,sad
3360.jpg,sad
3361.jpg,neutral
3362.jpg,surprise
3363.jpg,anger
3364.jpg,neutral
3365.jpg,sad
3366.jpg,happy
3367.jpg,fear
3368.jpg,surprise
3369.jpg,surprise
337.jpg,anger
3370.jpg,surprise
3371.jpg,anger
3372.jpg,fear
3373.jpg,anger
3374.jpg,anger
3375.jpg,surprise
3376.jpg,uncertain
3377.jpg,surprise
3378.jpg,sad
3379.jpg,surprise
338.jpg,anger
3380.jpg,anger
3381.jpg,happy
3382.jpg,happy
3383.jpg,anger
3384.jpg,fear
3385.jpg,uncertain
3386.jpg,neutral
3387.jpg,neutral
3388.jpg,happy
3389.jpg,happy
339.jpg,sad
3390.jpg,anger
3391.jpg,happy
3392.jpg,sad
3393.jpg,neutral
3394.jpg,neutral
3395.jpg,happy
3396.jpg,happy
3397.jpg,happy
3398.jpg,uncertain
3399.jpg,neutral
34.jpg,anger
340.jpg,surprise
3400.jpg,surprise
3401.jpg,anger
3402.jpg,anger
3403.jpg,sad
3404.jpg,happy
3405.jpg,happy
3406.jpg,anger
3407.jpg,uncertain
3408.jpg,anger
3409.jpg,neutral
341.jpg,happy
3410.jpg,anger
3411.jpg,neutral
3412.jpg,happy
3413.jpg,neutral
3414.jpg,sad
3415.jpg,neutral
3416.jpg,surprise
3417.jpg,sad
3418.jpg,anger
3419.jpg,anger
342.jpg,anger
3420.jpg,surprise
3421.jpg,neutral
3422.jpg,sad
3423.jpg,anger
3424.jpg,anger
